Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
0f9cc5da-f1fc-3202-bcf1-ed94031e4490,4861d01f-019c-3dac-a153-8334e50919f9,Ellan282 Jacobi462,F,GENERAL PRACTICE,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,268
e91a8250-5021-3ced-b48e-2ad211e93c56,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Daniel959 Camacho176,M,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,3
0e32bb44-a90c-3595-a922-c652e65d591f,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Marvin195 Glover433,M,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,86
a72e4dce-a1a4-363a-bdcf-a7cdb13cabcc,c44f361c-2efb-3050-8f97-0354a12e2920,Louetta798 Thompson596,F,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,57
1d7588bc-0e71-387b-adcb-0362b949705d,331f4c11-d298-308b-aaa1-d7825b29b57f,Stanley702 Langosh790,M,GENERAL PRACTICE,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,54
d1bb37a4-0baf-3693-8955-7f3ac4e066c4,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,Amos720 Jacobson885,M,GENERAL PRACTICE,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,61
2aa74cc2-4e36-3f79-9a49-afd223545978,6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,Armando772 Díaz674,M,GENERAL PRACTICE,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,90
d78f8c83-34e2-38d8-8bf2-2a77d0d9ae5b,b0e04623-b02c-3f8b-92ea-943fc4db60da,Dong972 Oberbrunner298,M,GENERAL PRACTICE,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,61
6e8f5791-b1b5-3339-89bd-98bbf6bf0775,ebc3f5c4-6700-34af-8323-85621c313726,Lorenza655 Ziemann98,F,GENERAL PRACTICE,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,152
c5d511e7-5549-38a4-a365-38e52aa627df,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,Douglass930 Windler79,M,GENERAL PRACTICE,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,306
2bcc5f6c-0a4c-3f6d-be71-4a9679916d61,d692e283-0833-3201-8e55-4f868a9c0736,Damaris45 Borer986,F,GENERAL PRACTICE,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,871
201ee5c3-2ec5-3316-b8b9-4cf7114ca64f,d78e84ec-30aa-3bba-a33a-f29a3a454662,Jaclyn627 Kuhic920,F,GENERAL PRACTICE,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,86
f573716b-5387-31e1-889e-e1ddf95dd0cd,8ad64ecf-c817-3753-bee7-006a8e662e06,Antwan357 Harris789,M,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,29
8206e1da-ce93-3b9b-83a1-1dfe09f002f1,23834663-ed53-3da9-b330-d6e1ecb8428e,Teodora360 Kihn564,F,GENERAL PRACTICE,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,11
1e2fadca-5194-3a10-ad28-baa76d97902c,44bef9d3-91c2-3005-93e0-ccf436348ff0,Nelda514 Blanda868,F,GENERAL PRACTICE,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,30
fccde773-bd3d-3245-aadf-77c90e5c6c82,60457c13-adb2-3415-82c5-86ab5dab5f93,Margery365 Paucek755,F,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,143
08e4227f-11b4-3bc6-aba1-bba0306a7fc8,a9f20dc1-5147-3789-bcef-bbecb41c5983,Denisse335 Schulist381,F,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,11
a6d60d9a-72df-3a35-8842-2dd9ad815b31,03347b4d-994e-302b-848b-58019a4e274d,Lionel365 Lynch190,M,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,174
eba4ee14-e99e-37bc-a889-0b2ee1f93db3,cb6a50e0-af76-3758-99ad-3200ede03fff,Trina350 Cummings51,F,GENERAL PRACTICE,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,65
0244b156-606a-33aa-8c5b-f34e9d434c3f,9a7149fa-49fc-3c87-b935-d29c55808717,Rudolf736 Mayert710,M,GENERAL PRACTICE,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,61
70297072-3292-3a97-9f7a-fa0dc34f0e9e,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Olive251 Pollich983,F,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,209
96646897-86ac-3a86-aff9-c8761cc6af62,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,Domenica436 Tremblay80,F,GENERAL PRACTICE,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,68
f3f963de-93a4-3098-9eab-c0cbe52626fb,db0acede-4abe-3c01-8d03-5c68a190d8c7,Amira620 Nienow652,F,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,60
4f7f60fd-5f07-318c-b641-cdfa5101379f,3d10019f-c88e-3de5-9916-6107b9c0263d,Van763 Franecki195,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,97
525a0801-63c7-328c-a95d-bc0f8bee79cc,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Andrea7 Hirthe744,M,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,249
b8b27040-ef4c-3aa4-94be-95311933c562,12c9daf5-a29c-36c9-ac55-28972463e566,Patria17 Rutherford999,F,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,39
59b46cf8-1c5a-3a09-98cd-867f780b33f0,27379046-608b-32f0-9df7-8c833cf5d11d,Abel832 Mosciski958,M,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,30
18ddf311-6a42-3ac3-b304-e474bdd7e7d6,226098a2-6a40-3588-b5bb-db56c3a30a04,Elayne206 Renner328,F,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,87
36bfde45-70df-30b1-aacf-a9167ea998f8,d733d4a9-080d-3593-b910-2366e652b7ea,Winnie378 Witting912,F,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,10
2887846d-0ddc-32f9-b407-9ce1a751afd5,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Courtney281 Bradtke547,M,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,19
f36bdfdc-6bad-3b49-a830-6b0c43ab9228,d5117822-5756-389d-9547-891a372d580f,Regena252 Kunde533,F,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,80
e04542af-4821-368f-b835-a8d2722c4325,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Keven605 Mueller846,M,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,157
5694cdb8-22fb-33d4-a219-199450087829,6f122869-a856-3d65-8db9-099bf4f5bbb8,Demetrice140 Crooks415,F,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,73
b5df1f00-c222-38f2-bd52-717ca640b7cc,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Aline709 Turner526,F,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,186
0b8e398a-bf38-3677-ade4-0b2328800234,8e00f524-3a5f-313e-9542-378dfc61193f,Ossie995 Corkery305,F,GENERAL PRACTICE,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,89
7036da7f-0b62-32dd-9240-90401d25c4dd,56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,Ginger664 Goodwin327,F,GENERAL PRACTICE,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,278
7f4d7a96-c769-3827-bcf3-f241575565b3,956ccb85-bea0-30f9-af48-52f5dd95ff72,Irwin931 Ankunding277,M,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,119
258b6a41-3c5f-3f37-b85c-c4d902791b6c,d7b11827-25f2-350b-bcd8-939fc59851b0,Adrian111 Murazik203,M,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,8
80859829-0f69-3c45-8932-534892934dbc,5103c940-0c08-392f-95cd-446e0cea042a,Loma263 Funk324,F,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,82
a31a960e-949c-3799-9e07-cc20c1140a42,ff9863d3-3fa3-3861-900e-f00148f5d9c2,Linsey338 Hilll811,F,GENERAL PRACTICE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,37
eefe3de7-b3ce-325b-acc0-30a9a512b5e7,ae67223f-808e-33d3-a83e-066deebf35ed,Heriberto162 Smitham825,M,GENERAL PRACTICE,421 North Main Street,Leeds,MA,01053,42.345066,-72.68291,174
e640ccbb-d077-3316-996d-61fe37dae1ec,e0c85f99-d520-3f26-8dcd-cfbf172afc5a,Magdalene960 D'Amore443,F,GENERAL PRACTICE,108 Merrimack St.,Haverhill,MA,01830,42.77449,-71.07901,156
2990bf9b-0448-3e9c-a940-bca26c8ae151,7c530dcd-43f3-3f87-b41b-9f704205e0f8,Josephine273 Raynor401,F,GENERAL PRACTICE,73 Huttleton Ave.  Unit 2,Fairhaven,MA,02719,41.6318,-70.8801,131
cb089b7a-e118-3379-a006-27c62f0813a4,3a2242e0-de37-303b-bdfc-e160c7eae518,Artie871 Schultz619,F,GENERAL PRACTICE,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,90
7213bc79-cc61-3343-8ac7-38d233cdfbca,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Svetlana462 Goyette777,F,CHIROPRACTIC,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
eb7bd200-4e95-3a20-b91b-bb399a95adc2,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Shaun461 Bradtke547,F,CHIROPRACTIC,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
7f9dd848-f16d-3478-bd54-e0522794b077,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Dillon740 Goyette777,M,PHYSICAL THERAPY,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
1490987c-390a-3a2d-b14b-6d12f517eb72,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Shaun461 Bradtke547,F,PHYSICAL THERAPY,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
e1352467-8c90-37aa-8f88-426a1d1c26b3,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Winona266 Kautzer186,F,PHYSICAL THERAPY,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
428b3338-3730-3833-b745-95ae32849c6b,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Tosha401 Frami345,F,PHYSICAL THERAPY,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
9b358a24-6170-3c11-931a-5a2afdb696d2,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Svetlana462 Goyette777,F,GENERAL PRACTICE,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,28
9c8903ac-209c-3b08-8a4e-f46224b4f5aa,7ae92f6b-21d5-3e24-8265-d69bd2b9b4ca,Shelba765 Watsica258,F,PSYCHIATRY,43 PENNYWISE PATH,EDGARTOWN,MA,02539-7031,41.37295,-70.482349,0
d785eaae-3cba-355d-b451-342a6391b7a6,7ae92f6b-21d5-3e24-8265-d69bd2b9b4ca,Sammie902 Watsica258,M,GENERAL PRACTICE,43 PENNYWISE PATH,EDGARTOWN,MA,02539-7031,41.37295,-70.482349,70
92bca351-cb38-3323-b97d-79e446b6f560,eee23eb7-a476-37b0-9811-d57740145867,Misti388 Kling921,F,CLINICAL SOCIAL WORKER,102 BRIDGE RD,SALISBURY,MA,01952-2410,42.844794,-70.841499,0
c214152d-225d-30f2-93c6-67967d66c5b9,eee23eb7-a476-37b0-9811-d57740145867,Norman647 Goldner995,M,CLINICAL SOCIAL WORKER,102 BRIDGE RD,SALISBURY,MA,01952-2410,42.844794,-70.841499,0
ab4415de-f506-312f-b176-13feede2adee,eee23eb7-a476-37b0-9811-d57740145867,Jacob959 Kling921,M,GENERAL PRACTICE,102 BRIDGE RD,SALISBURY,MA,01952-2410,42.844794,-70.841499,84
6c9ef489-5a82-3b42-9831-26002375dd86,f6b3bda6-02ee-37cc-8c1f-8fa554e5577a,Dalia295 Schaden604,F,CLINICAL PSYCHOLOGIST,361 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6719,42.418721999999995,-71.163912,0
f612211f-24be-34d8-8268-58295656be31,f6b3bda6-02ee-37cc-8c1f-8fa554e5577a,Anthony633 Schaden604,M,CLINICAL SOCIAL WORKER,361 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6719,42.418721999999995,-71.163912,0
ba7323cb-060b-3829-b266-f719e38961a6,f6b3bda6-02ee-37cc-8c1f-8fa554e5577a,Charlyn749 Mitchell808,F,CLINICAL SOCIAL WORKER,361 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6719,42.418721999999995,-71.163912,0
561c10a6-13f0-3348-bbe6-70964bbb6379,f6b3bda6-02ee-37cc-8c1f-8fa554e5577a,Dalia295 Schaden604,F,GENERAL PRACTICE,361 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6719,42.418721999999995,-71.163912,44
0adf3542-3343-3483-9c2e-456ceb178887,92a2baa4-3c1f-3479-9d37-47bb0598277f,Edward499 Hammes673,M,OPTOMETRY,1355 MAIN ST,HOLDEN,MA,01520-1060,42.355801,-71.862574,0
9f676d7f-b9c2-31ba-88d8-b270a5310f60,92a2baa4-3c1f-3479-9d37-47bb0598277f,Edward499 Hammes673,M,GENERAL PRACTICE,1355 MAIN ST,HOLDEN,MA,01520-1060,42.355801,-71.862574,68
fc75c7f4-212a-32b1-9784-c18607368f9d,b5a30260-1468-3b27-a8fb-46634aedcb75,Brenna468 Franecki195,F,PSYCHIATRY,57 CEDAR ST,WORCESTER,MA,01609-2183,42.269478,-71.807783,0
48b5e97d-dd12-3493-aaa5-7816c4b7f22f,b5a30260-1468-3b27-a8fb-46634aedcb75,Dan465 Franecki195,M,CLINICAL PSYCHOLOGIST,57 CEDAR ST,WORCESTER,MA,01609-2183,42.269478,-71.807783,0
a4381f49-47d2-33af-a9a0-1a2a437e7d55,b5a30260-1468-3b27-a8fb-46634aedcb75,Dan465 Franecki195,M,GENERAL PRACTICE,57 CEDAR ST,WORCESTER,MA,01609-2183,42.269478,-71.807783,37
bea5376e-55f9-3e8c-a2cd-58c755ebda7d,0aa388c5-cfe9-3563-945a-05aa2bcf1cfc,Marcia467 DuBuque211,F,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,45 STERLING ST,WEST BOYLSTON,MA,01583-1268,42.369417,-71.785036,0
45a0a87e-5c17-380b-914f-4c2f33da21d3,0aa388c5-cfe9-3563-945a-05aa2bcf1cfc,Lona294 Bailey598,F,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,45 STERLING ST,WEST BOYLSTON,MA,01583-1268,42.369417,-71.785036,0
9f16e7e8-cf9b-3a27-829b-72a2d8389835,0aa388c5-cfe9-3563-945a-05aa2bcf1cfc,Alphonso102 DuBuque211,M,GENERAL PRACTICE,45 STERLING ST,WEST BOYLSTON,MA,01583-1268,42.369417,-71.785036,35
17a74b28-b29d-3bb7-9a6c-35fa46cde2c7,ed117731-eb4f-34eb-bb17-cb40f7d20266,Trena506 Kassulke119,F,PSYCHIATRY,384 W RD,ALFORD,MA,01266-9756,42.254399,-73.42904,0
d4eba632-bd0b-31f8-afd0-43eb479fdcc8,ed117731-eb4f-34eb-bb17-cb40f7d20266,Trena506 Kassulke119,F,CLINICAL PSYCHOLOGIST,384 W RD,ALFORD,MA,01266-9756,42.254399,-73.42904,0
40b5105f-b419-31c6-8b2a-2b8c6d755421,ed117731-eb4f-34eb-bb17-cb40f7d20266,Alexis664 Kassulke119,M,GENERAL PRACTICE,384 W RD,ALFORD,MA,01266-9756,42.254399,-73.42904,76
a0d8b7af-c81a-3ec2-8ded-f19d038325b4,e09c66c5-1de5-3b58-b15c-4e14696c0348,Lizette501 Heaney114,F,NURSE PRACTITIONER,6 UNIVERSITY DR,AMHERST,MA,01002-2265,42.363534,-72.50729100000001,0
cb095f41-8a9e-3180-9c2d-516c24ed60fb,e09c66c5-1de5-3b58-b15c-4e14696c0348,Lasonya941 Crooks415,F,NURSE PRACTITIONER,6 UNIVERSITY DR,AMHERST,MA,01002-2265,42.363534,-72.50729100000001,0
14e077c6-d8cb-3153-89b3-f0081ae71add,e09c66c5-1de5-3b58-b15c-4e14696c0348,Edwardo860 Heaney114,M,PSYCHIATRY,6 UNIVERSITY DR,AMHERST,MA,01002-2265,42.363534,-72.50729100000001,0
e0f0836b-4e76-3c89-977a-18d1a2dca078,e09c66c5-1de5-3b58-b15c-4e14696c0348,Lasonya941 Crooks415,F,PSYCHIATRY,6 UNIVERSITY DR,AMHERST,MA,01002-2265,42.363534,-72.50729100000001,0
7a45b0da-6ba9-3fc8-9beb-eec2bc42afcc,e09c66c5-1de5-3b58-b15c-4e14696c0348,Edwardo860 Heaney114,M,GENERAL PRACTICE,6 UNIVERSITY DR,AMHERST,MA,01002-2265,42.363534,-72.50729100000001,33
4ca79de9-9485-36ff-ae78-c9e95b75f7d8,e09c66c5-1de5-3b58-b15c-4e14696c0348,Lizette501 Heaney114,F,CLINICAL NURSE SPECIALIST,6 UNIVERSITY DR,AMHERST,MA,01002-2265,42.363534,-72.50729100000001,0
d3ee1fec-b725-3f26-a603-56f9ca9efbc0,e09c66c5-1de5-3b58-b15c-4e14696c0348,Lasonya941 Crooks415,F,CLINICAL NURSE SPECIALIST,6 UNIVERSITY DR,AMHERST,MA,01002-2265,42.363534,-72.50729100000001,0
94c06558-b40c-3f19-bc2d-5eb00b7c8c90,f18084da-cd20-347a-93a9-f62f748ba19a,Earl438 Jaskolski867,M,AUDIOLOGIST,5 N MEADOWS RD,MEDFIELD,MA,02052-2317,42.184599,-71.305307,0
2e6de80d-216f-30cf-9f78-d05a5402f3fe,f18084da-cd20-347a-93a9-f62f748ba19a,Shenita872 Jaskolski867,F,CHIROPRACTIC,5 N MEADOWS RD,MEDFIELD,MA,02052-2317,42.184599,-71.305307,0
d53c6388-c25b-3c7d-999a-5ca4a580fe3e,f18084da-cd20-347a-93a9-f62f748ba19a,Earl438 Jaskolski867,M,SPEECH LANGUAGE PATHOLOGIST,5 N MEADOWS RD,MEDFIELD,MA,02052-2317,42.184599,-71.305307,0
0db60013-8f94-3ccb-b667-2dae52a27df8,f18084da-cd20-347a-93a9-f62f748ba19a,Earl438 Jaskolski867,M,PHYSICAL THERAPY,5 N MEADOWS RD,MEDFIELD,MA,02052-2317,42.184599,-71.305307,0
6226b824-d101-38bb-8abc-14ee7c177149,f18084da-cd20-347a-93a9-f62f748ba19a,Rico947 Fahey393,M,PHYSICAL THERAPY,5 N MEADOWS RD,MEDFIELD,MA,02052-2317,42.184599,-71.305307,0
50f2a312-48ee-3eed-ac40-30fbc005ebc9,f18084da-cd20-347a-93a9-f62f748ba19a,Jung484 Leuschke194,F,PHYSICAL THERAPY,5 N MEADOWS RD,MEDFIELD,MA,02052-2317,42.184599,-71.305307,0
02809770-0c67-34a7-bf51-825b529e23aa,f18084da-cd20-347a-93a9-f62f748ba19a,Erinn548 Marvin195,F,PHYSICAL THERAPY,5 N MEADOWS RD,MEDFIELD,MA,02052-2317,42.184599,-71.305307,0
421d48a5-da93-33ec-8d9a-2fa79b813f15,f18084da-cd20-347a-93a9-f62f748ba19a,Leesa210 Turcotte120,F,PHYSICAL THERAPY,5 N MEADOWS RD,MEDFIELD,MA,02052-2317,42.184599,-71.305307,0
cd972c39-30b9-36c7-973c-90936d994d6f,f18084da-cd20-347a-93a9-f62f748ba19a,Kirsten270 Reichel38,F,PHYSICAL THERAPY,5 N MEADOWS RD,MEDFIELD,MA,02052-2317,42.184599,-71.305307,0
48864b27-f4eb-3eab-9715-1362d473630e,f18084da-cd20-347a-93a9-f62f748ba19a,Horacio317 Braun514,M,PHYSICAL THERAPY,5 N MEADOWS RD,MEDFIELD,MA,02052-2317,42.184599,-71.305307,0
8ba8fe95-76bd-3fa1-8bd4-f33ddc4513d4,f18084da-cd20-347a-93a9-f62f748ba19a,Agripina633 Walker122,F,PHYSICAL THERAPY,5 N MEADOWS RD,MEDFIELD,MA,02052-2317,42.184599,-71.305307,0
0f5aaab0-b308-387a-a469-55f4a4d5692b,f18084da-cd20-347a-93a9-f62f748ba19a,Earl438 Jaskolski867,M,GENERAL PRACTICE,5 N MEADOWS RD,MEDFIELD,MA,02052-2317,42.184599,-71.305307,25
6965bb62-8e4f-3f71-849b-82087e918fcb,b5bc77dd-d181-3b8c-99b7-74a9d69568eb,Liz413 Sporer811,F,GENERAL PRACTICE,21 MARKET ST,IPSWICH,MA,01938-2240,42.695981,-70.83564799999999,61
83fb54b0-c4ee-3ef7-b057-8d7008cc3470,c6b84baf-1d86-3cc2-8cd7-daf1c1fa3c97,Denice974 Olson653,F,PULMONARY DISEASE,500 LYNNFIELD ST,LYNN,MA,01904-1424,42.474862,-70.96218499999999,0
d8e4017d-f92e-3cee-9d4d-72e377034087,c6b84baf-1d86-3cc2-8cd7-daf1c1fa3c97,Randal152 Kreiger457,M,PULMONARY DISEASE,500 LYNNFIELD ST,LYNN,MA,01904-1424,42.474862,-70.96218499999999,0
33ac02f4-721a-3054-a1ef-a5f9f8f7db14,c6b84baf-1d86-3cc2-8cd7-daf1c1fa3c97,Olin642 Bailey598,M,PULMONARY DISEASE,500 LYNNFIELD ST,LYNN,MA,01904-1424,42.474862,-70.96218499999999,0
5e5ff4bb-df15-3dcd-a386-815627a7d15e,c6b84baf-1d86-3cc2-8cd7-daf1c1fa3c97,Jada948 Spinka232,F,PULMONARY DISEASE,500 LYNNFIELD ST,LYNN,MA,01904-1424,42.474862,-70.96218499999999,0
a677aff0-2155-31b3-806f-04089790ea70,c6b84baf-1d86-3cc2-8cd7-daf1c1fa3c97,Daniel959 Mora209,M,PULMONARY DISEASE,500 LYNNFIELD ST,LYNN,MA,01904-1424,42.474862,-70.96218499999999,0
f3d58cd8-b52e-310c-8d75-2f3d87f5494b,c6b84baf-1d86-3cc2-8cd7-daf1c1fa3c97,Zola306 Witting912,F,PULMONARY DISEASE,500 LYNNFIELD ST,LYNN,MA,01904-1424,42.474862,-70.96218499999999,0
3c3b92dc-258e-3a37-a22b-68d1d5da388c,c6b84baf-1d86-3cc2-8cd7-daf1c1fa3c97,Alvin56 Larkin917,M,PULMONARY DISEASE,500 LYNNFIELD ST,LYNN,MA,01904-1424,42.474862,-70.96218499999999,0
1da86986-163a-3b60-befb-c5eef3c18f1d,c6b84baf-1d86-3cc2-8cd7-daf1c1fa3c97,Edward499 Hartmann983,M,PULMONARY DISEASE,500 LYNNFIELD ST,LYNN,MA,01904-1424,42.474862,-70.96218499999999,0
