Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
889f0c71-03b4-ee08-8efa-9334f973e580,1974-03-26,,999-35-5681,S99936891,X17854906X,Mr.,Tracey100,Hessel84,,,M,white,nonhispanic,M,Lawrence  Massachusetts  US,557 Pfeffer Junction Unit 34,Lynn,Massachusetts,Essex County,01901,42.4335463166122,-70.9987659296109,1115577.0,3826.1299999999997
5b71c742-cb69-4ec0-0ab9-c891f8f6e17c,1981-02-11,,999-86-9415,S99975067,X60537128X,Mrs.,Paris331,DuBuque211,,Ankunding277,M,white,nonhispanic,F,Peabody  Massachusetts  US,929 Luettgen Arcade,Mansfield,Massachusetts,Bristol County,,42.005079946715014,-71.24439609732708,162477.6,2676.7200000000003
ea280851-34c0-1dde-5862-fe64eec892ea,1955-09-07,,999-19-9248,S99967538,X79624210X,Mr.,Alfred550,Sauer652,,,M,white,nonhispanic,M,Marshfield  Massachusetts  US,670 West Stravenue,Northampton,Massachusetts,Hampshire County,01060,42.36886913771708,-72.64000315100232,21532.43,722.8199999999999
3595260b-51fe-021d-5daa-95a777d5ef6d,1948-09-28,,999-88-3972,S99918054,X21211603X,Mr.,Rey54,Keeling57,,,M,white,nonhispanic,M,Amherst  Massachusetts  US,783 Crona Knoll,East Bridgewater,Massachusetts,Plymouth County,,42.08543605891487,-70.97325328611906,1517764.9000000001,14272.49
859ee25b-ae49-0df1-4d52-d4d20129427b,2011-07-15,,999-14-8156,,,,Joey457,Graham902,,,,white,nonhispanic,M,Middleborough  Massachusetts  US,629 Stamm Trailer Apt 67,Braintree,Massachusetts,Norfolk County,02184,42.22009108875851,-71.033640182782,243740.24,2812.29
6cc26b44-ab44-37d3-7f90-f1c09ddc5aeb,2010-07-02,,999-85-9939,,,,Wyatt967,Maggio310,,,,white,nonhispanic,M,Boston  Massachusetts  US,777 Sawayn Fort,Milford,Massachusetts,Worcester County,,42.16452840359668,-71.52562862604336,265229.61,2835.62
83ac91e5-10eb-f82e-3218-3d93ce449aae,2010-12-14,,999-49-6851,,,,Agustin437,Schiller186,,,,white,nonhispanic,M,Danvers  Massachusetts  US,535 Mann Bridge Unit 7,Shrewsbury,Massachusetts,Worcester County,,42.294327410716534,-71.74060825794406,20308.59,516.64
54359f98-a2ba-2c36-3546-2456a114ccac,1962-07-16,1964-07-16,999-65-6680,,,,Corine538,Toy286,,,,white,nonhispanic,F,Peabody  Massachusetts  US,1093 Leannon Crossing Unit 67,Ludlow,Massachusetts,Hampden County,,42.17459858570131,-72.42900633190584,23392.92,294.96
31aace66-ce50-c2be-1166-4c95862b8035,1995-10-12,,999-84-1831,S99932199,X23562502X,Ms.,Kaci716,Cronin387,,,,white,nonhispanic,F,Attleboro  Massachusetts  US,274 Williamson Frontage road Unit 33,Raynham,Massachusetts,Bristol County,,41.9295437340093,-71.0909460197685,4206.259999999999,0.0
9d5d219e-50aa-8a69-85d8-6a38995ff441,1977-02-02,,999-51-1154,S99958789,X7175972X,Mrs.,America446,Grimes165,,Bradtke547,M,white,nonhispanic,F,Middleborough  Massachusetts  US,899 Herzog Neck,Everett,Massachusetts,Middlesex County,,42.42572625687115,-71.0156635280489,955700.17,13607.639999999998
04b693bd-5e7d-3063-5f21-746d975c6b47,1980-08-04,,999-57-9917,S99916293,X29845663X,Mrs.,Samira471,Wisoky380,,Stracke611,M,white,hispanic,F,Boston  Massachusetts  US,574 Doyle Union Suite 19,Holland,Massachusetts,Hampden County,,42.08132644656717,-72.14722735317875,879740.37,13230.229999999998
c7c8d70d-c981-8622-5454-882a3fd31377,1995-06-27,,999-83-2941,S99970552,X73279091X,Mr.,Vito638,Balistreri607,,,M,white,nonhispanic,M,Revere  Massachusetts  US,425 Feest Arcade,Lynn,Massachusetts,Essex County,01902,42.51052919332723,-70.9101032212387,87498.11,14774.95
1a1b8046-d338-7cb9-b4fe-6c28725fd7d1,1981-02-21,,999-43-5436,S99939828,X73212681X,Ms.,Marisela850,Runolfsdottir785,,,S,white,nonhispanic,F,Waltham  Massachusetts  US,928 Romaguera Divide,West Boylston,Massachusetts,Worcester County,,42.36008136252324,-71.80639416103564,968140.46,3885.7999999999993
fe80365d-0229-51e7-92ed-e1b1c29e8f45,1991-10-20,1993-02-01,999-42-6842,,,,Donn979,Schimmel440,,,,white,nonhispanic,M,South Hadley  Massachusetts  US,430 Schimmel Byway,Boston,Massachusetts,Suffolk County,02115,42.3456144588635,-71.00996562725592,31350.0,438.2599999999999
80c9476c-0af5-26c5-264c-bc262d4424a9,1994-10-06,,999-32-5782,S99920722,X15027463X,Mr.,Nicolas769,Vandervort697,,,M,white,nonhispanic,M,Sudbury  Massachusetts  US,1011 Leffler Park Apt 20,Andover,Massachusetts,Essex County,,42.648642373644066,-71.13516442201869,744273.47,2774.7999999999997
1ef1c300-1ca8-3783-56c3-47b989a28fbc,2002-05-14,2021-09-21,999-10-2610,S99958615,,Mr.,Craig656,Ritchie586,,,,white,nonhispanic,M,Novosibirsk  Novosibirsk Oblast  RU,375 McCullough Trace Suite 14,Blackstone,Massachusetts,Worcester County,,42.00924187663855,-71.51794198454763,449508.94,3073.04
510340f3-3c45-4065-6aee-e5b2c98e2531,1998-05-14,,999-73-6912,S99965000,X76674659X,Ms.,Paulina892,Von197,,,,white,nonhispanic,F,Everett  Massachusetts  US,318 DuBuque Parade,Amherst Center,Massachusetts,Hampshire County,,42.38925351406327,-72.53148580232629,579897.64,8468.96
c209d8f7-892e-323a-6da8-07ad1510700f,1981-07-19,,999-76-3338,S99941711,X55930259X,Ms.,Josie226,Mitchell808,,,S,white,nonhispanic,F,Grafton  Massachusetts  US,336 Veum Haven,Fall River,Massachusetts,Bristol County,02723,41.65413244025714,-71.18113974450617,133022.93,5717.789999999999
76a24de0-08ca-d2f9-4ea5-c93ee89525a1,1962-07-16,,999-23-6771,S99961699,X469756X,Mrs.,Mamie949,Gislason620,,Kling921,M,white,nonhispanic,F,Mashpee  Massachusetts  US,1078 Toy Orchard Suite 89,Ludlow,Massachusetts,Hampden County,,42.18331404618369,-72.47268292600067,688273.25,5352.79
5b4cb16a-9c96-103c-0f80-ba2de62b4409,1973-05-26,,999-21-1622,S99913257,X37346533X,Mrs.,Shenna471,Romaguera67,,Braun514,M,white,nonhispanic,F,Westfield  Massachusetts  US,313 Hegmann Loaf,Mansfield,Massachusetts,Bristol County,,42.032957360741676,-71.21305062309344,1152600.73,8664.06
2275f98d-b576-92c4-30df-929ba80f67cc,2002-05-14,,999-67-6069,S99992961,X84888276X,Mr.,Clayton230,Hackett68,,,,white,nonhispanic,M,Moscow  Moscow  RU,981 Kreiger Wynd Apt 29,Blackstone,Massachusetts,Worcester County,,42.026705211160824,-71.49853472024083,467219.81,2954.72
f130bb7e-344f-f371-9b44-5671495c1cee,2019-06-17,,999-22-4568,,,,Julio255,Ruecker817,,,,white,hispanic,M,Templeton  Massachusetts  US,847 Gleichner Extension Suite 48,Boston,Massachusetts,Suffolk County,02125,42.31133935056793,-71.01531411481643,84368.06999999999,1473.23
abe4bedf-c9ee-de3a-c8f5-4f0032806b48,1991-10-20,,999-17-2469,S99921792,X70715606X,Mr.,Osvaldo336,Larson43,,,M,white,nonhispanic,M,Braintree  Massachusetts  US,696 Padberg Highlands,Boston,Massachusetts,Suffolk County,02467,42.33884319733623,-71.0618260956696,643957.3200000001,6380.119999999998
62eb55c6-a0dd-c662-b158-aeb01b211709,1938-10-17,,999-54-3488,S99995880,X8509715X,Mr.,Damon455,Schimmel440,,,M,white,nonhispanic,M,Carver  Massachusetts  US,323 Bosco Port Suite 12,Marshfield,Massachusetts,Plymouth County,02050,42.12140522612131,-70.67682900361702,90305.09,3218.8799999999997
4169f333-2323-a1fe-85fd-a3b44a73b215,1967-05-17,,999-81-4920,S99929020,X7939020X,Ms.,Kasi212,Greenholt190,,,S,white,nonhispanic,F,Lynn  Massachusetts  US,898 Herman Stravenue Apt 75,Hopkinton,Massachusetts,Middlesex County,01748,42.238914373471374,-71.57082423818792,1129537.4,8553.169999999998
1bd2a79d-3aa0-bfe1-3cfe-54f372a3d6e3,1969-08-21,,999-74-3829,S99910435,X13115658X,Mr.,Adam631,Mueller846,,,M,white,nonhispanic,M,Sandwich  Massachusetts  US,1000 Borer Row,Hamilton,Massachusetts,Essex County,,42.66542517800074,-70.82234871407424,1166365.38,30369.129999999997
f02b9716-0ae0-a63b-bd02-c060b7cee9b5,1976-01-17,,999-73-4063,S99910992,X78449020X,Mrs.,Pearle865,Heathcote539,,Labadie908,M,black,hispanic,F,Lowell  Massachusetts  US,451 Klocko Underpass,Boston,Massachusetts,Suffolk County,02134,42.401110442135206,-71.07835987143139,1108938.9000000001,13299.599999999999
c608a6cf-7df5-6673-c923-60a0d0286b2a,2003-06-01,,999-71-8058,S99943997,,Mr.,Jackie93,Reichert620,,,,white,nonhispanic,M,Hamilton  Massachusetts  US,1042 Kautzer Gate,Lynn,Massachusetts,Essex County,01904,42.483594492040474,-70.9436500742591,59941.94,3624.6299999999997
e6396d9c-e080-aadb-b0d1-3a1908cd57a5,1962-08-22,,999-55-7159,S99968734,X15923653X,Mrs.,Emilia403,Uribe503,,Peña909,M,white,hispanic,F,Wesley  Saint Andrew Parish  DM,142 Marks Meadow,Worcester,Massachusetts,Worcester County,01602,42.32202811711692,-71.83431521826718,1359652.3699999999,6610.969999999999
324ccece-c1b4-dd77-1f27-9681200843db,2013-08-25,,999-69-5754,,,,Virgilio529,Rogahn59,,,,white,nonhispanic,M,Foxborough  Massachusetts  US,414 Dietrich Brook,Clinton,Massachusetts,Worcester County,01510,42.376625110474656,-71.66122038827719,240780.05,2324.88
8f82da7f-e514-32c4-db4b-fcbd7f8cc5a6,2019-09-12,,999-17-7675,,,,Hedwig986,Larson43,,,,white,nonhispanic,F,Dartmouth  Massachusetts  US,711 Morissette Throughway,Beverly,Massachusetts,Essex County,,42.61657755746625,-70.85758500631519,74392.34,1574.06
2d9492bc-d8c8-bb74-9994-50dbacd8cd2d,2006-06-21,,999-36-3001,S99924277,,,Basilia559,Champlin946,,,,white,nonhispanic,F,Falmouth  Massachusetts  US,822 Koelpin Landing Suite 62,Medfield,Massachusetts,Norfolk County,02052,42.184533796001226,-71.27019971818966,393070.69,3444.75
0aa9250f-dbf6-9027-685c-e2976663104a,1959-04-10,2020-03-23,999-59-4778,S99991797,X26295255X,Mr.,Gregorio366,Doyle959,,,M,white,nonhispanic,M,Southwick  Massachusetts  US,378 Bechtelar Vista Apt 15,Edgartown,Massachusetts,Dukes County,,41.387398726867836,-70.4803679853359,1264177.95,4856.16
8f96e250-61d4-7db5-33a6-cd569719efaf,1957-02-02,2020-03-26,999-85-5490,S99963498,X74206766X,Mr.,Benton624,McClure239,,,M,white,hispanic,M,North Andover  Massachusetts  US,383 Steuber Frontage road,Beverly,Massachusetts,Essex County,01915,42.54182702385791,-70.83435668485997,1372899.57,5125.07
003a30db-8116-c979-8f0a-3bbf1946bf51,1941-01-05,2020-11-15,999-38-2556,S99993291,X26500804X,Mrs.,Tatum703,Grady603,,Runte676,M,white,nonhispanic,F,North Plymouth  Massachusetts  US,497 Kassulke Estate,Housatonic,Massachusetts,Berkshire County,01236,42.24149132276642,-73.41151841620383,1621414.13,13483.209999999997
6bd389e1-db0b-aa06-b7b9-f6a5f3df46a2,1945-05-01,,999-82-4949,S99962073,X57595965X,Mr.,Tyson541,Jerde200,,,S,white,nonhispanic,M,Norton  Massachusetts  US,971 Reinger Gardens,Northampton,Massachusetts,Hampshire County,01062,42.35721973473748,-72.61357368786429,1457941.78,12062.319999999998
34140431-aa23-4789-099b-a20ba4008314,2020-03-13,,999-32-9005,,,,Wade235,Buckridge80,,,,white,nonhispanic,M,Edgartown  Massachusetts  US,345 Morar Fort,Dennis,Massachusetts,Barnstable County,02638,41.70869308288699,-70.17625631454943,53113.299999999996,1291.6
62328222-a56e-2f6d-401e-267db532f405,1975-03-25,,999-78-2760,S99959682,X66844378X,Mr.,Jonas187,Moen819,,,M,white,nonhispanic,M,Boston  Massachusetts  US,417 Krajcik Trace,Reading,Massachusetts,Middlesex County,01867,42.52106595960059,-71.094771886179,14920.71,0.0
0384d857-6c47-ad1c-4a2e-035b06992a78,1947-05-23,,999-58-7190,S99941724,X15338213X,Mr.,Alexander630,O'Hara248,,,S,white,nonhispanic,M,Southborough  Massachusetts  US,809 Runolfsson Mill Suite 67,Baldwinville,Massachusetts,Worcester County,01436,42.565121809491316,-72.07415006876099,1755924.16,6407.8099999999995
70e54715-f3c0-8bba-11ba-ad6ab9cf7c24,1979-09-18,,999-99-3143,S99966563,X22750576X,Mrs.,Lanita675,Feil794,,Raynor401,M,white,nonhispanic,F,North Westport  Massachusetts  US,1036 Abshire Bay Apt 24,North Attleborough,Massachusetts,Bristol County,,41.977889554356196,-71.28743654779394,906212.14,10650.879999999997
ef69e124-b7cb-5eef-c4df-88bfe7d9ea90,1981-12-28,,999-20-3960,S99923854,X6518050X,Mrs.,Norma469,Carmona375,,Madrid123,M,black,hispanic,F,Santiago  Santiago Province  CL,398 Murray Drive Unit 96,Boston,Massachusetts,Suffolk County,02127,42.347893201703,-71.131854361146,943647.0,5653.499999999999
b3372dbc-7bda-df42-9b63-4ee174fbce8e,1959-04-10,,999-19-4966,S99926304,X80753912X,Mr.,Tod265,Walter473,,,S,white,nonhispanic,M,Boston  Massachusetts  US,383 Hyatt Track Apt 97,Edgartown,Massachusetts,Dukes County,,41.393868334771945,-70.4573715111176,1311623.79,5704.4
1361c4db-929a-d3c9-645f-5f393b4c5f3d,1957-02-02,,999-97-4698,S99951215,X35261831X,Mr.,Virgil85,Cruickshank494,,,M,white,hispanic,M,Milford  Massachusetts  US,696 Luettgen Orchard Apt 51,Beverly,Massachusetts,Essex County,01915,42.54937321742168,-70.79893621538808,1341788.63,5360.28
b57cfc31-df92-b5d1-0238-45638cf9663d,2020-04-05,,999-46-6035,,,,Deanne837,Lowe577,,,,white,nonhispanic,F,Haverhill  Massachusetts  US,298 Bradtke Harbor,Waltham,Massachusetts,Middlesex County,02451,42.37983729782935,-71.22561002034209,51087.770000000004,1291.6
0065706a-a130-bd64-acd8-2a550d48f49c,1957-08-16,,999-43-5013,S99988405,X83450822X,Mr.,Richie600,Franecki195,,,M,white,nonhispanic,M,Dartmouth  Massachusetts  US,471 Jast Junction,New Seabury,Massachusetts,Barnstable County,,41.61186889780445,-70.4712387574984,201528.43,5889.119999999999
fc7b896f-c557-98cc-cffc-38a2f8e71e89,2002-07-15,,999-20-3113,S99953344,X38556520X,Mr.,Dick869,Dooley940,,,,black,nonhispanic,M,Lowell  Massachusetts  US,138 Huels Wynd,Boston,Massachusetts,Suffolk County,02122,42.253902399190466,-71.06224319349458,439922.08,2869.62
333f59cd-7001-ce60-0187-edf4dd2ac0a4,1950-09-26,2015-08-14,999-83-8567,S99939901,X36370638X,Mr.,Shayne60,Kutch271,,,M,white,nonhispanic,M,Malden  Massachusetts  US,465 Marquardt Neck,Oxford,Massachusetts,Worcester County,,42.07161132254889,-71.85457005310265,1159692.8599999999,5604.24
ff981e5e-5c15-8368-61d9-86ecc229c939,1947-10-07,,999-35-9838,S99982005,X64519301X,Mr.,Jarred626,Harber290,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,723 Paucek Avenue,Boston,Massachusetts,Suffolk County,,42.41577187952346,-70.96346966010988,1447107.6,10486.859999999999
0d64c815-0259-30b6-026a-acdd30d66227,1989-05-17,,999-21-5658,S99971113,X40917600X,Mr.,Coy949,Howell947,,,M,white,nonhispanic,M,Mansfield  Massachusetts  US,181 Stracke Gardens Suite 93,Deerfield,Massachusetts,Franklin County,01342,42.47241679642413,-72.57794152069872,770380.74,3633.6399999999994
1eaf5dbb-851f-de50-f23e-cab5d5273683,1941-01-05,,999-82-6943,S99956754,X85846084X,Mrs.,Leslee214,Collins926,,Windler79,M,white,nonhispanic,F,Waltham  Massachusetts  US,363 Stanton Ville Apt 89,Housatonic,Massachusetts,Berkshire County,01236,42.26581324646846,-73.36676179168394,1421187.66,10840.46
1fc261fe-0a86-26b7-f140-0f9e5c1d8be2,1946-04-04,2017-06-14,999-20-6931,S99949052,X19742911X,Mrs.,Clemencia569,Erdman779,,Goodwin327,M,black,nonhispanic,F,Lexington  Massachusetts  US,124 Raynor Row Unit 22,Salisbury,Massachusetts,Essex County,,42.835735969337286,-70.8626992432289,1458901.61,10182.099999999999
da03429f-2819-749d-6584-9b057f9e3a9c,1994-08-26,,999-86-2761,S99935729,X85392415X,Mr.,Antone63,Simonis280,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,297 Heller Walk,Lowell,Massachusetts,Middlesex County,01854,42.59686770414562,-71.326144786896,743770.03,2774.7999999999997
37ee2a57-1c6c-562f-c356-2da0f2d42d28,1952-11-17,2020-03-19,999-68-7214,S99996426,X81611170X,Mr.,Eusebio566,Rowe323,,,M,white,nonhispanic,M,Plymouth  Massachusetts  US,673 Heaney Extension Suite 44,Whitman,Massachusetts,Plymouth County,,42.05102976695433,-70.97688869514201,1420081.75,6985.469999999999
59f5d5c6-a050-ba8f-a869-9cb8afe0d0ba,1976-06-13,,999-41-5241,S99980028,X83859382X,Mrs.,Soledad678,Samaniego616,,Robles531,M,white,hispanic,F,Santo Domingo  National District  DO,218 Murray Dam,Wilmington,Massachusetts,Middlesex County,,42.54401354624271,-71.16377264706828,1067733.79,4870.199999999999
fdbd9d0e-d12c-649e-5938-0ac350180aff,1971-05-07,,999-34-5663,S99961217,X17011831X,Mrs.,Patria17,Frami345,,Spinka232,M,white,nonhispanic,F,Danvers  Massachusetts  US,1074 Kreiger Brook,Boston,Massachusetts,Suffolk County,02132,42.39421594674542,-70.92845123304224,1208719.79,9963.949999999999
d9c6a87c-0b00-7918-df59-80f3e7acd7d5,1950-09-26,,999-37-1679,S99918313,X36256163X,Mr.,Hung902,Wuckert783,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,858 Franecki Walk Suite 13,Oxford,Massachusetts,Worcester County,,42.14282120949116,-71.87026639188586,73388.31,8178.619999999999
92e6d72a-f584-e1bb-fec0-6cfe2c486631,1919-11-26,,999-89-8289,S99922307,X29511057X,Mrs.,Madelyn308,Roberts511,,Hermiston71,M,asian,nonhispanic,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,751 Schaefer Branch Suite 43,Westfield,Massachusetts,Hampden County,,42.12107616394811,-72.82161458089229,1504976.18,37799.74
24ce9586-cc94-5aee-77d2-e772d04cf343,2010-02-05,,999-62-6000,,,,Van763,Bogisich202,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,857 Johns Vista,Winchendon,Massachusetts,Worcester County,01475,42.69373938450558,-72.0735313518383,265801.38,3302.2799999999997
dc4797d1-1722-c5ce-6fd9-67cda96aa4b8,1972-09-28,,999-92-4125,S99963252,X3050473X,Mrs.,Manuela585,Malave728,,Ruelas156,M,white,hispanic,F,Portsmouth  Saint John Parish  DM,812 Dach Center,Springfield,Massachusetts,Hampden County,01108,42.07367572604134,-72.61006837230167,1110128.96,11022.96
bb44767f-a937-3af1-d3d5-fbf3bb2b75dc,2001-07-28,,999-21-2301,S99993948,X40759688X,Mr.,Philip822,Baumbach677,,,,white,nonhispanic,M,Rutland  Massachusetts  US,331 Price Center,Lawrence,Massachusetts,Essex County,01841,42.75221407998188,-71.13001387703866,509652.42,2987.2299999999996
6b0cc0ef-73ae-cdfd-ddd0-b8a00976e87d,1990-10-17,,999-44-6962,S99913263,X86652854X,Mr.,Edmund685,Marks830,,,S,black,nonhispanic,M,Hampden  Massachusetts  US,532 Moen Forge,Stoughton,Massachusetts,Norfolk County,,42.07553455268944,-71.1043304602925,695282.28,3492.7699999999995
951d998f-b349-3bb4-8c68-9b6ad8f09568,1992-02-20,,999-71-4622,S99926269,X85657734X,Mrs.,Emelda84,Mitchell808,,Terry864,M,white,nonhispanic,F,Chelsea  Massachusetts  US,404 Pfeffer Viaduct,Salem,Massachusetts,Essex County,01970,42.457727970752494,-70.9038585966071,650040.67,6002.039999999999
9495e667-bda1-6aa4-92fb-b64ad7114329,2006-10-10,,999-36-5924,,,,Milton509,Walsh511,,,,white,nonhispanic,M,Lakeville  Massachusetts  US,317 Stracke Orchard,Salem,Massachusetts,Essex County,01907,42.45246035327645,-70.89958440765992,19651.12,519.13
47e1e219-af50-bc15-7bea-8b5d44f5ee48,1952-11-17,,999-61-6275,S99929797,X25454811X,Mr.,Harrison106,Mosciski958,,,M,white,nonhispanic,M,Wareham  Massachusetts  US,535 Jacobi Brook,Whitman,Massachusetts,Plymouth County,,42.04257675347115,-70.93133334589083,1580952.23,5567.459999999999
e0deb108-2d3d-e4e9-eef8-d41634193e7c,2011-12-22,,999-51-1960,,,,Jacquelin132,Runolfsdottir785,,,,black,nonhispanic,F,Boston  Massachusetts  US,752 Reichel Brook Suite 46,Springfield,Massachusetts,Hampden County,01107,42.065662062684645,-72.53970209842817,234402.39,2621.5
10cf365f-6617-e56b-c44b-724bf596fecd,1988-01-02,,999-66-2229,S99958416,X42520123X,Mr.,Monty345,Raynor401,,,M,white,nonhispanic,M,Bedford  Massachusetts  US,280 Berge Knoll Apt 77,East Falmouth,Massachusetts,Barnstable County,02536,41.59533184875811,-70.5903388834038,798343.12,3344.5699999999997
5ab1be68-b49b-e210-4871-868e6439c557,2010-06-23,,999-23-6417,,,,Deandre599,Vandervort697,,,,white,nonhispanic,M,Lowell  Massachusetts  US,878 Marks Parade Suite 19,Acton,Massachusetts,Middlesex County,,42.5265625034923,-71.41275755630875,267034.6,2835.62
befb05f8-be13-eabf-f629-67f851ce2a90,2014-12-30,,999-19-5962,,,,Cody889,Harris789,,,,asian,nonhispanic,F,Hingham  Massachusetts  US,250 Jerde Station Suite 74,Somerville,Massachusetts,Middlesex County,02155,42.425396790471055,-71.13346478730948,22703.110000000004,516.64
8a04c2d9-9675-658a-a8b4-d1ae5658fb7f,1963-06-27,,999-61-7538,S99946420,X77484202X,Mrs.,Amy965,Berge125,,Prosacco716,M,white,nonhispanic,F,Medfield  Massachusetts  US,514 Cole Manor,Marlborough,Massachusetts,Middlesex County,01752,42.314808829010865,-71.54841783540152,1411477.97,7657.409999999999
c94bb5f4-5c25-84b1-ca96-f846db8e94f3,1959-05-10,,999-66-7993,S99914569,X38923471X,Mr.,Kevin729,Reynolds644,,,M,white,nonhispanic,M,Boston  Massachusetts  US,115 Schneider Corner Apt 4,Quincy,Massachusetts,Norfolk County,02186,42.33669014288867,-70.97168529811606,1308420.82,7050.039999999999
6ddd70d0-c33c-8579-8603-f6de41d2ed21,1985-07-14,,999-88-2347,S99945430,X44941555X,Mr.,Kendrick479,Jacobi462,,,M,white,nonhispanic,M,Ipswich  Massachusetts  US,809 Feest Promenade Apt 62,West Springfield,Massachusetts,Hampden County,01089,42.079413861991405,-72.63923922226756,860078.49,6874.859999999998
65e21069-2780-831f-65ce-5140b5e341d9,1969-07-29,,999-34-5962,S99946586,X66915969X,Mrs.,Fern75,Willms744,,Moore224,M,white,nonhispanic,F,Boston  Massachusetts  US,119 Muller Brook,Milton,Massachusetts,Norfolk County,02186,42.23986981187368,-71.08883976993768,1156867.96,10532.519999999999
3b897bbe-5e94-f28f-b0fe-ccbdab641a59,1946-04-04,,999-27-7350,S99994363,X40901498X,Mrs.,Kati243,Grant908,,Dickens475,M,black,nonhispanic,F,Quincy  Massachusetts  US,458 O'Conner Mall,Salisbury,Massachusetts,Essex County,01952,42.85127497434551,-70.85127297547776,1518524.94,16838.73
402242ce-49ff-0b99-e960-a39e57c9e6cf,1925-07-12,,999-82-4904,S99975171,X41407173X,Mr.,Merle11,Lindgren255,,,M,black,nonhispanic,M,Mendon  Massachusetts  US,565 Leuschke Row,Auburn,Massachusetts,Worcester County,,42.22386658228745,-71.86567823019209,1590887.06,14639.55
